日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2023-02-07,0.572,0.576,0.584,0.571,6426966,371219615.675,2.28,1.23,0.007,6.28
2023-02-08,0.576,0.566,0.578,0.564,6829733,388088037.405,2.43,-1.74,-0.01,6.67
2023-02-09,0.56,0.581,0.582,0.558,10702678,612785663.7,4.24,2.65,0.015,10.46
2023-02-10,0.576,0.561,0.578,0.56,8706994,494135370.962,3.1,-3.44,-0.02,8.51
2023-02-13,0.555,0.561,0.565,0.551,6666948,372520348.794,2.5,0.0,0.0,6.52
2023-02-14,0.564,0.558,0.565,0.557,4123422,231032905.477,1.43,-0.53,-0.003,4.03
2023-02-15,0.559,0.554,0.562,0.549,5614534,311304399.658,2.33,-0.72,-0.004,5.49
2023-02-16,0.559,0.563,0.575,0.558,10234071,580705576.753,3.07,1.62,0.009,10.0
2023-02-17,0.562,0.552,0.568,0.552,6253199,349736180.08,2.84,-1.95,-0.011,6.11
2023-02-20,0.551,0.56,0.561,0.546,7207591,399217684.308,2.72,1.45,0.008,7.04
2023-02-21,0.555,0.545,0.558,0.542,8423354,462685152.6,2.86,-2.68,-0.015,8.23
2023-02-22,0.538,0.535,0.542,0.532,7563217,405809765.08,1.83,-1.83,-0.01,7.39
2023-02-23,0.535,0.539,0.545,0.534,8005299,431736002.626,2.06,0.75,0.004,7.82
2023-02-24,0.535,0.529,0.538,0.527,9024938,479861554.7,2.04,-1.86,-0.01,8.82
2023-02-27,0.522,0.521,0.53,0.519,8343477,437968645.84,2.08,-1.51,-0.008,8.15
2023-02-28,0.526,0.518,0.529,0.514,7314451,381910795.148,2.88,-0.58,-0.003,7.15
2023-03-01,0.519,0.543,0.544,0.518,12211394,650595906.08,5.02,4.83,0.025,11.93
2023-03-02,0.535,0.535,0.539,0.532,8640135,463005805.4,1.29,-1.47,-0.008,8.44
2023-03-03,0.547,0.55,0.552,0.54,8811139,481254412.129,2.24,2.8,0.015,8.61
2023-03-06,0.545,0.547,0.55,0.54,7723205,421021050.8,1.82,-0.55,-0.003,7.55
2023-03-07,0.544,0.535,0.555,0.533,10325074,562513786.1,4.02,-2.19,-0.012,10.09
2023-03-08,0.529,0.524,0.53,0.521,9401440,493411547.0,1.68,-2.06,-0.011,9.19
2023-03-09,0.525,0.524,0.528,0.521,4945752,259367247.366,1.34,0.0,0.0,4.83
2023-03-10,0.511,0.498,0.512,0.498,8600570,433562922.732,2.67,-4.96,-0.026,8.4
2023-03-13,0.502,0.507,0.514,0.501,9900478,502541187.607,2.61,1.81,0.009,9.67
2023-03-14,0.503,0.496,0.508,0.493,8129963,406882820.0,2.96,-2.17,-0.011,7.94
2023-03-15,0.505,0.501,0.511,0.5,6766851,342167446.064,2.22,1.01,0.005,6.61
2023-03-16,0.496,0.496,0.507,0.495,8094130,405345728.226,2.4,-1.0,-0.005,7.91
2023-03-17,0.507,0.512,0.516,0.505,10059546,513381266.5,2.22,3.23,0.016,9.83
2023-03-20,0.513,0.5,0.515,0.498,6698266,338605599.6,3.32,-2.34,-0.012,6.55
2023-03-21,0.507,0.511,0.511,0.503,6740071,342031122.393,1.6,2.2,0.011,6.59
2023-03-22,0.519,0.52,0.527,0.518,7605532,397417806.9,1.76,1.76,0.009,7.43
2023-03-23,0.517,0.535,0.535,0.516,9460593,497564793.876,3.65,2.88,0.015,9.25
2023-03-24,0.537,0.54,0.552,0.535,9892648,538035782.7,3.18,0.93,0.005,9.67
2023-03-27,0.543,0.537,0.544,0.529,10780803,577786526.266,2.78,-0.56,-0.003,10.54
2023-03-28,0.537,0.536,0.541,0.53,7550413,404239323.735,2.05,-0.19,-0.001,7.38
2023-03-29,0.56,0.554,0.561,0.549,15788335,876109762.715,2.24,3.36,0.018,15.43
2023-03-30,0.556,0.554,0.561,0.548,6922069,383498710.1,2.35,0.0,0.0,6.76
2023-03-31,0.564,0.557,0.565,0.554,6611488,370049219.212,1.99,0.54,0.003,6.46
2023-04-03,0.556,0.556,0.559,0.551,5904509,327830380.164,1.44,-0.18,-0.001,5.77
2023-04-04,0.554,0.551,0.555,0.546,6515880,357495760.5,1.62,-0.9,-0.005,6.37
2023-04-06,0.542,0.544,0.549,0.541,5544276,301981760.6,1.45,-1.27,-0.007,5.42
2023-04-07,0.55,0.553,0.554,0.55,1911907,105593283.7,0.74,1.65,0.009,1.87
2023-04-10,0.554,0.553,0.555,0.552,1382889,76530055.759,0.54,0.0,0.0,1.35
2023-04-11,0.555,0.548,0.56,0.544,5971799,329941397.2,2.89,-0.9,-0.005,5.84
2023-04-12,0.55,0.542,0.552,0.54,3712725,202563028.73,2.19,-1.09,-0.006,3.63
2023-04-13,0.53,0.533,0.538,0.528,6990036,372228771.03,1.85,-1.66,-0.009,6.83
2023-04-14,0.54,0.537,0.543,0.532,6245072,335637739.264,2.06,0.75,0.004,6.1
2023-04-17,0.534,0.551,0.551,0.534,8672899,471407648.126,3.17,2.61,0.014,8.48
2023-04-18,0.548,0.545,0.551,0.543,6826363,373144177.844,1.45,-1.09,-0.006,6.67
2023-04-19,0.545,0.537,0.546,0.535,3705423,199834822.743,2.02,-1.47,-0.008,3.62
2023-04-20,0.535,0.534,0.538,0.533,4383263,234623605.6,0.93,-0.56,-0.003,4.28
2023-04-21,0.531,0.518,0.532,0.518,5346691,280852120.2,2.62,-3.0,-0.016,5.22
2023-04-24,0.519,0.511,0.523,0.51,5644750,291672928.0,2.51,-1.35,-0.007,5.52
2023-04-25,0.513,0.5,0.514,0.496,6462743,324044884.0,3.52,-2.15,-0.011,6.32
2023-04-26,0.497,0.508,0.513,0.497,7433858,376477423.3,3.2,1.6,0.008,7.26
2023-04-27,0.506,0.504,0.507,0.501,4735358,238720097.0,1.18,-0.79,-0.004,4.63
2023-04-28,0.508,0.514,0.517,0.508,4518334,231646231.984,1.79,1.98,0.01,4.42
2023-05-04,0.506,0.504,0.51,0.501,5354654,270441310.6,1.75,-1.95,-0.01,5.23
2023-05-05,0.511,0.51,0.516,0.507,6112737,312443883.28,1.79,1.19,0.006,5.97
2023-05-08,0.512,0.512,0.516,0.508,4734308,242090931.212,1.57,0.39,0.002,4.63
2023-05-09,0.511,0.499,0.512,0.499,6594846,333125539.829,2.54,-2.54,-0.013,6.44
2023-05-10,0.5,0.502,0.502,0.494,5436837,271035524.9,1.6,0.6,0.003,5.31
2023-05-11,0.508,0.501,0.51,0.5,4739733,239889815.593,1.99,-0.2,-0.001,4.63
2023-05-12,0.513,0.508,0.516,0.507,6385064,326769646.987,1.8,1.4,0.007,6.24
2023-05-15,0.505,0.515,0.519,0.504,6309250,322848768.226,2.95,1.38,0.007,6.17
2023-05-16,0.523,0.519,0.524,0.517,3368744,175316267.119,1.36,0.78,0.004,3.29
2023-05-17,0.522,0.517,0.524,0.516,3353811,174479350.558,1.54,-0.39,-0.002,3.28
2023-05-18,0.518,0.517,0.523,0.515,5184975,269005776.05,1.55,0.0,0.0,5.07
2023-05-19,0.513,0.511,0.515,0.509,4388574,224519890.0,1.16,-1.16,-0.006,4.29
2023-05-22,0.511,0.521,0.522,0.508,6084484,314423518.732,2.74,1.96,0.01,5.95
2023-05-23,0.521,0.512,0.525,0.511,4250150,220678762.3,2.69,-1.73,-0.009,4.15
2023-05-24,0.508,0.505,0.51,0.504,5057226,256163026.3,1.17,-1.37,-0.007,4.94
2023-05-25,0.499,0.494,0.503,0.488,6507683,322184313.19,2.97,-2.18,-0.011,6.36
2023-05-26,0.49,0.492,0.492,0.487,1446675,70836377.6,1.01,-0.4,-0.002,1.41
2023-05-29,0.499,0.49,0.501,0.487,5161524,254668607.822,2.85,-0.41,-0.002,5.04
2023-05-30,0.491,0.496,0.497,0.488,5329326,262430064.29,1.84,1.22,0.006,5.21
2023-05-31,0.49,0.482,0.491,0.48,5596828,271555623.4,2.22,-2.82,-0.014,5.47
2023-06-01,0.485,0.488,0.498,0.484,8846871,436020572.07,2.9,1.24,0.006,8.65
2023-06-02,0.499,0.511,0.513,0.498,7011769,354194868.7,3.07,4.71,0.023,6.85
2023-06-05,0.509,0.512,0.515,0.507,5135834,262769720.011,1.57,0.2,0.001,5.02
2023-06-06,0.513,0.51,0.522,0.509,8134805,420375526.586,2.54,-0.39,-0.002,7.95
2023-06-07,0.522,0.524,0.525,0.519,5454245,285018746.475,1.18,2.75,0.014,5.33
2023-06-08,0.523,0.52,0.524,0.516,5565935,289081700.7,1.53,-0.76,-0.004,5.44
2023-06-09,0.524,0.528,0.528,0.517,5815665,304344716.7,2.12,1.54,0.008,5.68
2023-06-12,0.528,0.528,0.53,0.522,4863238,255885493.499,1.52,0.0,0.0,4.75
2023-06-13,0.527,0.541,0.546,0.527,8983317,483819040.3,3.6,2.46,0.013,8.78
2023-06-14,0.545,0.542,0.553,0.542,6698549,366924845.4,2.03,0.18,0.001,6.55
2023-06-15,0.553,0.558,0.559,0.552,9782182,543355122.6,1.29,2.95,0.016,9.56
2023-06-16,0.564,0.566,0.57,0.56,13100393,740388669.0,1.79,1.43,0.008,12.8
2023-06-19,0.563,0.557,0.565,0.551,7102269,395494483.012,2.47,-1.59,-0.009,6.94
2023-06-20,0.56,0.548,0.562,0.546,5367135,296266268.338,2.87,-1.62,-0.009,5.24
2023-06-21,0.538,0.535,0.542,0.534,5130092,276058988.2,1.46,-2.37,-0.013,5.01
2023-06-26,0.523,0.526,0.531,0.521,5780472,303921162.628,1.87,-1.68,-0.009,5.65
2023-06-27,0.527,0.538,0.539,0.527,5612794,300213968.5,2.28,2.28,0.012,5.48
2023-06-28,0.537,0.542,0.542,0.531,5543000,297826360.6,2.04,0.74,0.004,5.42
2023-06-29,0.541,0.535,0.542,0.533,5806603,311585570.4,1.66,-1.29,-0.007,5.67
2023-06-30,0.532,0.532,0.537,0.53,5714013,304802908.14,1.31,-0.56,-0.003,5.58
2023-07-03,0.536,0.55,0.55,0.535,10749199,586236328.716,2.82,3.38,0.018,10.5
2023-07-04,0.548,0.55,0.555,0.544,5917255,325466802.7,2.0,0.0,0.0,5.78
2023-07-05,0.55,0.544,0.553,0.542,3831693,209261520.837,2.0,-1.09,-0.006,3.74
2023-07-06,0.541,0.535,0.55,0.532,5962538,322440878.3,3.31,-1.65,-0.009,5.83
2023-07-07,0.532,0.53,0.537,0.524,6600638,350204773.23,2.43,-0.93,-0.005,6.45
2023-07-10,0.541,0.534,0.544,0.532,5097853,274102527.198,2.26,0.75,0.004,4.98
2023-07-11,0.544,0.543,0.547,0.538,4826133,261844358.518,1.69,1.69,0.009,4.72
2023-07-12,0.546,0.548,0.554,0.544,5801815,319295111.1,1.84,0.92,0.005,5.67
2023-07-13,0.56,0.567,0.569,0.56,7246574,409868839.635,1.64,3.47,0.019,7.08
2023-07-14,0.573,0.565,0.575,0.563,6200678,351853708.1,2.12,-0.35,-0.002,6.06
2023-07-17,0.561,0.558,0.563,0.555,1276798,71254158.444,1.42,-1.24,-0.007,1.25
2023-07-18,0.565,0.556,0.565,0.555,4022134,224606489.5,1.79,-0.36,-0.002,3.93
2023-07-19,0.549,0.558,0.558,0.546,5333519,293474978.4,2.16,0.36,0.002,5.21
2023-07-20,0.559,0.549,0.564,0.548,6187640,343946176.788,2.87,-1.61,-0.009,6.05
2023-07-21,0.548,0.552,0.558,0.546,4051138,223649680.334,2.19,0.55,0.003,3.96
2023-07-24,0.546,0.542,0.552,0.54,3947294,215420360.1,2.17,-1.81,-0.01,3.86
2023-07-25,0.563,0.569,0.569,0.56,6402709,361518775.96,1.66,4.98,0.027,6.26
2023-07-26,0.567,0.568,0.569,0.563,3713082,210102881.9,1.05,-0.18,-0.001,3.63
2023-07-27,0.577,0.58,0.585,0.575,6819298,396062968.883,1.76,2.11,0.012,6.66
2023-07-28,0.577,0.6,0.602,0.576,7991816,472770620.634,4.48,3.45,0.02,7.81
2023-07-31,0.619,0.616,0.629,0.612,8603946,534720390.938,2.83,2.67,0.016,8.41
2023-08-01,0.618,0.609,0.629,0.607,7679973,475077202.177,3.57,-1.14,-0.007,7.51
2023-08-02,0.608,0.592,0.614,0.591,7146647,429954135.586,3.78,-2.79,-0.017,6.98
2023-08-03,0.591,0.601,0.603,0.59,7968687,476188503.3,2.2,1.52,0.009,7.79
2023-08-04,0.609,0.604,0.614,0.6,8518432,517490396.5,2.33,0.5,0.003,8.32
2023-08-07,0.601,0.606,0.609,0.596,5635628,340595096.533,2.15,0.33,0.002,5.51
2023-08-08,0.598,0.594,0.602,0.591,6121398,365372087.5,1.82,-1.98,-0.012,5.98
2023-08-09,0.586,0.589,0.594,0.583,6730074,395633687.9,1.85,-0.84,-0.005,6.58
2023-08-10,0.587,0.591,0.592,0.583,5941534,348962428.8,1.53,0.34,0.002,5.81
2023-08-11,0.595,0.58,0.595,0.58,6325053,369846999.2,2.54,-1.86,-0.011,6.18
2023-08-14,0.568,0.57,0.571,0.564,7201284,408467939.344,1.21,-1.72,-0.01,7.04
2023-08-15,0.571,0.573,0.578,0.568,7440725,425782055.493,1.75,0.53,0.003,7.27
2023-08-16,0.566,0.563,0.572,0.562,6344356,359742100.3,1.75,-1.75,-0.01,6.2
2023-08-17,0.555,0.572,0.572,0.552,13990820,788896181.808,3.55,1.6,0.009,13.67
2023-08-18,0.565,0.548,0.567,0.548,8984006,500680313.12,3.32,-4.2,-0.024,8.78
2023-08-21,0.544,0.537,0.549,0.535,8600147,466339072.692,2.55,-2.01,-0.011,8.4
2023-08-22,0.542,0.548,0.552,0.534,11228146,608539754.084,3.35,2.05,0.011,10.97
2023-08-23,0.545,0.543,0.552,0.539,9871103,538045870.3,2.37,-0.91,-0.005,9.65
2023-08-24,0.55,0.562,0.565,0.549,13917521,774905193.474,2.95,3.5,0.019,13.6
2023-08-25,0.554,0.552,0.557,0.55,11364697,628684308.404,1.25,-1.78,-0.01,11.11
2023-08-28,0.577,0.561,0.585,0.56,14021064,795737629.852,4.53,1.63,0.009,13.7
2023-08-29,0.565,0.573,0.576,0.563,12800616,729616225.656,2.32,2.14,0.012,12.51
2023-08-30,0.58,0.569,0.584,0.569,11234870,647294942.916,2.62,-0.7,-0.004,10.98
2023-08-31,0.573,0.564,0.577,0.563,11481482,654994361.64,2.46,-0.88,-0.005,11.22
2023-09-01,0.567,0.567,0.568,0.564,2515086,142431344.613,0.71,0.53,0.003,2.46
2023-09-04,0.575,0.578,0.58,0.57,10120058,582431141.962,1.76,1.94,0.011,9.89
2023-09-05,0.576,0.568,0.577,0.566,7910148,452155102.434,1.9,-1.73,-0.01,7.73
2023-09-06,0.564,0.562,0.566,0.557,8695710,488231324.552,1.58,-1.06,-0.006,8.5
2023-09-07,0.564,0.553,0.565,0.553,8265284,460447743.679,2.14,-1.6,-0.009,8.08
2023-09-08,0.545,0.546,0.547,0.543,2312141,126001332.085,0.72,-1.27,-0.007,2.26
2023-09-11,0.542,0.548,0.551,0.54,10771174,586855208.9,2.01,0.37,0.002,10.53
2023-09-12,0.547,0.55,0.555,0.545,6254339,343706188.9,1.82,0.36,0.002,6.11
2023-09-13,0.551,0.546,0.552,0.543,5989299,327941428.12,1.64,-0.73,-0.004,5.85
2023-09-14,0.547,0.548,0.55,0.543,6161756,336562050.791,1.28,0.37,0.002,6.02
2023-09-15,0.549,0.55,0.555,0.543,8194488,450365055.904,2.19,0.36,0.002,8.01
2023-09-18,0.544,0.54,0.547,0.54,9589642,520480082.04,1.27,-1.82,-0.01,9.37
2023-09-19,0.539,0.536,0.54,0.532,6722990,359909067.707,1.48,-0.74,-0.004,6.57
2023-09-20,0.533,0.528,0.534,0.527,7000078,371382858.905,1.31,-1.49,-0.008,6.84
2023-09-21,0.523,0.517,0.525,0.516,7136444,370982440.882,1.7,-2.08,-0.011,6.97
2023-09-22,0.514,0.533,0.535,0.514,14233528,748869486.44,4.06,3.09,0.016,13.91
2023-09-25,0.532,0.522,0.533,0.522,6199221,326512055.66,2.06,-2.06,-0.011,6.06
2023-09-26,0.521,0.517,0.522,0.515,5219225,270420410.56,1.34,-0.96,-0.005,5.1
2023-09-27,0.516,0.518,0.524,0.516,5655162,294125480.5,1.55,0.19,0.001,5.53
2023-09-28,0.519,0.509,0.521,0.508,7167154,367612614.2,2.51,-1.74,-0.009,7.0
2023-10-09,0.513,0.516,0.518,0.51,5254279,270090483.06,1.57,1.38,0.007,5.13
2023-10-10,0.52,0.521,0.528,0.52,6234219,326412790.78,1.55,0.97,0.005,6.09
2023-10-11,0.532,0.532,0.535,0.528,6880182,365738312.0,1.34,2.11,0.011,6.72
2023-10-12,0.541,0.539,0.542,0.537,4068939,219502697.4,0.94,1.32,0.007,3.98
2023-10-13,0.525,0.525,0.53,0.521,5871891,308427568.1,1.67,-2.6,-0.014,5.74
2023-10-16,0.521,0.514,0.523,0.511,5536995,285855725.14,2.29,-2.1,-0.011,5.41
2023-10-17,0.518,0.517,0.519,0.514,4599177,237555741.0,0.97,0.58,0.003,4.49
2023-10-18,0.513,0.507,0.514,0.507,6557330,334388090.8,1.35,-1.93,-0.01,6.41
2023-10-19,0.499,0.498,0.503,0.497,5729105,286140111.1,1.18,-1.78,-0.009,5.6
2023-10-20,0.494,0.496,0.5,0.494,5284114,262934320.9,1.2,-0.4,-0.002,5.16
2023-10-23,0.492,0.488,0.493,0.486,3262072,159467884.3,1.41,-1.61,-0.008,3.19
2023-10-24,0.492,0.491,0.495,0.484,8557159,419300332.078,2.25,0.61,0.003,8.36
2023-10-25,0.509,0.5,0.511,0.498,9822739,496964601.5,2.65,1.83,0.009,9.6
2023-10-26,0.498,0.5,0.503,0.494,6211017,309430379.092,1.8,0.0,0.0,6.07
2023-10-27,0.503,0.512,0.515,0.501,9268253,471479552.764,2.8,2.4,0.012,9.06
2023-10-30,0.507,0.515,0.518,0.506,7467783,383619735.2,2.34,0.59,0.003,7.3
2023-10-31,0.514,0.507,0.514,0.504,6626153,337130951.1,1.94,-1.55,-0.008,6.48
2023-11-01,0.509,0.505,0.51,0.5,6853819,345489176.543,1.97,-0.39,-0.002,6.7
2023-11-02,0.513,0.51,0.52,0.51,8484931,436801226.06,1.98,0.99,0.005,8.29
2023-11-03,0.518,0.527,0.528,0.515,8892820,463548997.7,2.55,3.33,0.017,8.69
2023-11-06,0.537,0.546,0.548,0.536,9410162,511762012.443,2.28,3.61,0.019,9.2
2023-11-07,0.54,0.541,0.547,0.538,6995086,378979495.14,1.65,-0.92,-0.005,6.84
2023-11-08,0.539,0.538,0.546,0.536,8202931,444239006.4,1.85,-0.55,-0.003,8.02
2023-11-09,0.54,0.54,0.545,0.537,7312590,395451429.81,1.49,0.37,0.002,7.15
2023-11-10,0.53,0.524,0.532,0.523,7044808,371151376.8,1.67,-2.96,-0.016,6.88
2023-11-13,0.527,0.53,0.532,0.525,4945371,261411573.9,1.34,1.15,0.006,4.83
2023-11-14,0.538,0.533,0.539,0.53,5890351,314430590.348,1.7,0.57,0.003,5.76
2023-11-15,0.546,0.55,0.551,0.542,8379279,457163269.124,1.69,3.19,0.017,8.19
2023-11-16,0.556,0.544,0.556,0.538,9598297,522804020.548,3.27,-1.09,-0.006,9.38
2023-11-17,0.534,0.535,0.538,0.531,7604072,405934939.485,1.29,-1.65,-0.009,7.43
2023-11-20,0.539,0.543,0.545,0.535,9402436,508072052.7,1.87,1.5,0.008,9.19
2023-11-21,0.551,0.54,0.553,0.538,8678106,475203855.0,2.76,-0.55,-0.003,8.48
2023-11-22,0.537,0.535,0.542,0.534,6821595,366780213.194,1.48,-0.93,-0.005,6.67
2023-11-23,0.537,0.545,0.545,0.536,8414251,454711656.4,1.68,1.87,0.01,8.22
2023-11-24,0.542,0.539,0.544,0.538,4285017,231523615.8,1.1,-1.1,-0.006,4.19
2023-11-27,0.541,0.539,0.542,0.531,6848634,366593385.248,2.04,0.0,0.0,6.69
2023-11-28,0.536,0.535,0.54,0.532,6162283,330574477.375,1.48,-0.74,-0.004,6.02
2023-11-29,0.534,0.52,0.535,0.518,9261545,486119557.803,3.18,-2.8,-0.015,9.05
2023-11-30,0.52,0.52,0.522,0.513,8638107,447139549.72,1.73,0.0,0.0,8.44
2023-12-01,0.518,0.515,0.519,0.51,7296390,375220221.8,1.73,-0.96,-0.005,7.13
2023-12-04,0.515,0.501,0.516,0.501,9192375,465722430.563,2.91,-2.72,-0.014,8.98
2023-12-05,0.5,0.489,0.501,0.488,9821739,484833847.6,2.59,-2.4,-0.012,9.6
2023-12-06,0.492,0.5,0.505,0.491,11954851,596003089.1,2.86,2.25,0.011,11.68
2023-12-07,0.497,0.496,0.498,0.491,8388706,414442048.251,1.4,-0.8,-0.004,8.2
2023-12-08,0.497,0.496,0.502,0.492,10864276,538801992.06,2.02,0.0,0.0,10.62
2023-12-11,0.489,0.491,0.493,0.482,14089339,687052098.0,2.22,-1.01,-0.005,13.77
2023-12-12,0.492,0.5,0.5,0.49,8306462,412495247.694,2.04,1.83,0.009,8.12
2023-12-13,0.494,0.49,0.496,0.489,7681516,378936057.22,1.4,-2.0,-0.01,7.51
2023-12-14,0.497,0.493,0.501,0.492,8977258,445864277.6,1.84,0.61,0.003,8.77
2023-12-15,0.499,0.502,0.509,0.497,13410234,674610041.816,2.43,1.83,0.009,13.1
2023-12-18,0.498,0.496,0.501,0.495,8027223,399258209.3,1.2,-1.2,-0.006,7.84
2023-12-19,0.494,0.495,0.498,0.49,6493638,320915878.408,1.61,-0.2,-0.001,6.35
2023-12-20,0.5,0.497,0.502,0.495,7489017,373884196.476,1.41,0.4,0.002,7.32
2023-12-21,0.49,0.496,0.497,0.489,9473338,467045847.0,1.61,-0.2,-0.001,9.26
2023-12-22,0.499,0.472,0.503,0.471,18090625,875001815.919,6.45,-4.84,-0.024,17.68
2023-12-25,0.478,0.477,0.48,0.475,2798209,133442589.2,1.06,1.06,0.005,2.73
2023-12-26,0.476,0.475,0.477,0.474,1636552,77782560.725,0.63,-0.42,-0.002,1.6
2023-12-27,0.482,0.484,0.484,0.478,7520439,361654159.559,1.26,1.89,0.009,7.35
2023-12-28,0.484,0.499,0.503,0.483,9786988,483039480.717,4.13,3.1,0.015,9.56
2023-12-29,0.498,0.496,0.501,0.493,7678493,381090963.6,1.6,-0.6,-0.003,7.5
2024-01-02,0.502,0.492,0.503,0.491,6959350,344975637.9,2.42,-0.81,-0.004,6.8
2024-01-03,0.487,0.486,0.488,0.483,5393432,261900586.1,1.02,-1.22,-0.006,5.27
2024-01-04,0.488,0.487,0.489,0.483,4838687,234959129.026,1.23,0.21,0.001,4.73
2024-01-05,0.484,0.479,0.489,0.477,7222343,349303726.1,2.46,-1.64,-0.008,7.06
2024-01-08,0.477,0.464,0.478,0.464,6935630,324575185.1,2.92,-3.13,-0.015,6.78
2024-01-09,0.467,0.463,0.473,0.462,7998244,373808641.312,2.37,-0.22,-0.001,7.82
2024-01-10,0.46,0.456,0.465,0.456,6668489,306971923.043,1.94,-1.51,-0.007,6.52
2024-01-11,0.458,0.47,0.472,0.458,9866750,459456617.123,3.07,3.07,0.014,9.64
2024-01-12,0.464,0.464,0.471,0.462,6533019,304688292.267,1.91,-1.28,-0.006,6.38
2024-01-15,0.462,0.455,0.462,0.452,8495193,388164516.81,2.16,-1.94,-0.009,8.3
2024-01-16,0.45,0.446,0.457,0.443,9286265,417152561.5,3.08,-1.98,-0.009,9.07
2024-01-17,0.442,0.42,0.443,0.42,15015293,645450439.1,5.16,-5.83,-0.026,14.67
2024-01-18,0.423,0.428,0.429,0.418,14509838,615375087.3,2.62,1.9,0.008,14.18
2024-01-19,0.425,0.416,0.43,0.416,10734209,455031391.928,3.27,-2.8,-0.012,10.49
2024-01-22,0.42,0.404,0.423,0.4,11865538,487931931.274,5.53,-2.88,-0.012,11.6
2024-01-23,0.407,0.421,0.426,0.407,19682112,823394428.286,4.7,4.21,0.017,19.23
2024-01-24,0.429,0.43,0.434,0.418,18777457,801231978.8,3.8,2.14,0.009,18.35
2024-01-25,0.434,0.44,0.441,0.427,16272388,708922111.805,3.26,2.33,0.01,15.9
2024-01-26,0.436,0.426,0.437,0.422,13593306,585025471.2,3.41,-3.18,-0.014,13.28
2024-01-29,0.428,0.425,0.433,0.423,10832786,463992550.3,2.35,-0.23,-0.001,10.59
2024-01-30,0.417,0.413,0.421,0.411,9178402,381504233.0,2.35,-2.82,-0.012,8.97
2024-01-31,0.409,0.4,0.414,0.399,12528563,507671845.3,3.63,-3.15,-0.013,12.24
2024-02-01,0.403,0.408,0.416,0.4,16669802,681416043.191,4.0,2.0,0.008,16.29
2024-02-02,0.416,0.406,0.421,0.4,15172787,623421915.021,5.15,-0.49,-0.002,14.83
2024-02-05,0.399,0.406,0.412,0.398,18270620,739638354.22,3.45,0.0,0.0,17.85
2024-02-06,0.407,0.431,0.432,0.407,19041450,799441093.0,6.16,6.16,0.025,18.61
2024-02-07,0.435,0.423,0.44,0.421,18734088,807801041.267,4.41,-1.86,-0.008,18.31
2024-02-08,0.422,0.422,0.429,0.419,13026426,551832589.406,2.36,-0.24,-0.001,12.73
2024-02-19,0.436,0.434,0.438,0.429,9783196,423589897.552,2.13,2.84,0.012,9.56
2024-02-20,0.437,0.432,0.437,0.427,8125229,349752806.5,2.3,-0.46,-0.002,7.94
2024-02-21,0.429,0.448,0.454,0.428,15893736,706753426.988,6.02,3.7,0.016,15.53
2024-02-22,0.445,0.45,0.451,0.441,11532535,514750805.6,2.23,0.45,0.002,11.27
2024-02-23,0.45,0.453,0.458,0.447,11928851,538122861.232,2.44,0.67,0.003,11.66
2024-02-26,0.45,0.45,0.456,0.448,8746817,394789020.7,1.77,-0.66,-0.003,8.55
2024-02-27,0.454,0.459,0.459,0.448,13032367,591983205.2,2.44,2.0,0.009,12.74
